latin,non-latin
Gaṅgādhara-Śarmmā oraphe Jaṭādhārīra rojanāmacā / Candraśekhara Bandyopādhyāẏa.,
Gaṇa-asantosha o ūniśa śatakera Bāṅālīsamāja / Svapana Basu.,
Gaṅgāsāgara Melā o prācīna aitihya / Taruṇadeba Bhaṭṭācārya.,
"Gaṇa-āndolana o saṃbādapatra / saṃkalana o sampādanā, Rathīna Cakrabartī.",
"Gaṇakaṇṭha, biśhaẏa lokasaṃskrti, Murśidābāda / sampādaka Prānarañjana Caudhurī.",
"A dictionary in English, Bengali and Manipuri.",
"Gauṛīẏa Baishṇaba samāja o sāhitya, Nityānanda, Jāhṇabā, Bīracandra / Bīthikā Rāẏa Maṇḍala.",
A dictionary of the Bengalee language : in which the words are traced to their origin and their various meanings given / by W. Carey.,
"Gaṇitajña Bibhūtibhūshaṇa tathā Svāmī Bidyāraṇya / saṅkalaẏitā, Sukomala.",
Epāra gaṅgā opāra gaṅgā / Jyotirmaẏī Debī.,
Bastubādī sāhityabicāra o anyamata / Dhanañjaẏa Dāśa sampādita.,
"Uiliẏama Kerī, sāhitya sādhanā / Śaktibrata Ghosha.",
"Cāra daśakera Bāṃlā gana. Aruṇa Sena, Gopālakṛshṇa Mukhopādhyāẏa sampādita.",
"Gājī Kālura pālā gāna / Moḥ. Mu'tāchima Billāha, Minṭu.","গাজী কালুর পালা গান / মোঃ. মু'তাছিম বিল্লাহ, মিন্টু."
Bartamāna Baṅgasamāje yādubidyā o lokāẏata biśvāsera dhārā / Śobhārāṇī Cakrabartī.,
Bāstabatā o Bāṃlā upanyāsa / Kārtika Lāhiṛī.,
Bastubādera āloke Bhāratīẏa paramāṇubāda / Nandalāla Māiti.,
"Uiliẏama Uinasṭānali Piẏarsana, 1881-1923 / Praṇati Mukhopādhyāẏa.",
Bāula kabi Lālana Śāha.,
Baṭatalāra chāpā o chabi / Sukumāra Sena.,
Bāula kabi Lālana Śāha. [2. Paribardhita saṃskaraṇa],
Bāula gāna o Duddu Śāh. Borahānauddina Khāna jāhāṅgīra sampādita. [1. Saṃskaraṇa],
Bāula matabāda o Isalāma.,
The adventures of Feluda / Satyajit Ray ; translated from the Bengali by Chitrita Banerji.,
"Byāṃka Kompānī Adhyādeśa, 1991 (Adhyādeśa Naṃ. 15, 1991) : sarbaśesha saṃsodhanīsaha / Moḥ. Ālāuddina.",
Ācārya Rāmendrasundara śatabārshikī smārakagrantha. Śrīkumāra Bandyopādhyāẏa sampādita. Saha sampādaka: Satya Sāni o Manoja Datta.,
Ācārya Rādhāgobinda Nātha smāraka-grantha. Sampādaka Janārdana Cakrabartī.,
Bhaktakabi Madhusūdana Rāo Uṯkale nabayuga. [Prathama saṃskaraṇa],
Bhābi eka haẏa āra. [Prathama saṃskaraṇa],
Bhaginī Nibeditāra jībanī o bāṇī.,
Bhārata o Bhāratera bāhire Bāṅālīra abadāna.,
"Bhāṅgā Bāṅalā, rāṅgā galpa / sampādanā Subhadra Sena.",
Bhāgabata-dharmera prācīna itihāsa. Svāmī Bidyāraṇya (pūrbāśrame Bibhūtibhūshaṇa Datta) kartṛka [sic] biracita.,
"Betāra jagaṯa (1928-1986) serā galpa saṃkalana / sampādanā, Amita Cakrabartī, Śobhana Pāṭhaka.",
Bhābanāẏa yugapurusha Keśabacandra o bhābe Śrīśrīrāmakrshṇa / Dīptimaẏa Rāẏa.,
"Bhārata-Mārkina bānijyera pathikrṯ, Rāmadulāla De, 1752-1825 / Śrīmadanamohana kumāra.",
"Companion to Johnson's Dictionary, Bengali and English [microform] Peculiarly calculated for the use of European and native students, to which is appended the Bengali alphabet, etc.",
Bhāratīẏa Baishṇabadharmme Śrīcaitanya o śākhā-sampradāẏa / Hābu Pāla.,
"Bhāshācārya Harinātha De, patrābalī / [saṃkalaka o sampādaka], Pratāpa Mukhopādhyāẏa.",
Bhāratīẏa darśane ādhunika bijñāna / Praśānta Prāmāṇika.,
"Bhāshāra baniẏāda, kichu prasaṅga / Ramāprasāda Dāsa.",
"Bhāshā, Dakshiṇa Cabbiśa Paraganā, o bibidha nibandha / Balāicānda Hāladāra.",
Bhāratera svādhīnatā saṃgrāma o nānā baiplabika shaṛayantra mokarddamāra itihāsa / Tārāpada Lāhiṛī.,
Bhāratīẏa sāhitya saṃskrtite Nabhembara Biplabera prabhāba / Trpti Brahma.,
Bhāratera bhāshā o bhāshāsamasyā / Sunītikumāra Caṭṭopādhyāẏa.,
Bhāratera prathama samājatantrī Bibekānanda / Praṇabeśa Cakrabartī.,
A few youths in the moon : a novel / by Humayun Ahmed ; translated by M. Harunur Rashid.,
Bhāratīẏa nāṭyabeda o Bāṃlā nāṭaka / Saccidānanda Mukhopādhyāẏa.,
Bhārate jatīẏatā o āntarjātikatā ebaṃ Rabīndranātha.,
Bhāratera śakti-sādhanā o śākta sāhitya.,
Bhāratīẏa o pāścāttya darśana.,
Bhāshā o sāhitya saptāha 1370. Sampādaka Muhammada Ābadula Hāi. Sahakārī sampādaka Ānisujjāmāna [ebaṃ] Raphikula Isalāma.,
Bhāshā o sāhitya paribhāshā-kosha. Terminology of language and literature.,
Bhāshātattva o Bhāratīẏa Āryabhāshā. [1. Saṃskaraṇa],
Bhāratera śramika āndolanera itihāsa.,
Bhāshā samasyā o anyānya prasaṅga [Lekhaka] Manirujjāmāna.,
Bhāratera śilpa o āmāra kathā. [Lekhaka] Śrīardhendrakumāra Gangopadhyāẏa (O. Si Gāngulī). Sunītikumāra Caṭṭopādhyāẏera bhumikā sambalita.,
Bhāshātattvera itihāsa o anyānya prabandha / Nrpendranārāẏaṇa Caṭṭopādhyāẏa.,
"Bhāratera svādhīnatā saṃgrāma, granthapañjī / saṃkalaka Aruṇa Ghosha.",
"Bhikṭoriẏā-Rājasūẏa, arthāṯ, Greṭa Briṭanera Mahāmānya Adhirājñī karttrka Dillīra Rājasūẏa Samitite Bhārateśvarī upādhi dhāraṇera itibrtta [microform] = Victoria Rajasuya, or, The history of the imperial assemblege at Delhi, held on the 1st January 1877, to celebrate the assumption of the title of Empress of India by Her Majesty the Queen / Gopāla Candra Mukhopādhyāẏa.",
"Bibhūtibhūshaṇa Mukhopādhyāẏa, jībana o sāhityasādhanā / Saroja Datta.",
Bibāha ki o kena / Svadeśarañjana Debaśarmā.,
"Bibidhārtha-saṅgraha, Rahasya-sandarbha : itihāsa o racanā pañjī / Aśoka Kumāra Rāẏa.",
Bibekānanda o ājakera arthanīti / Svāmī Someśvarānanda.,
"Bhaktibādī Bāṅālī kabi, kābyakrti / Parimala Cakrabartī.",
Bhāskara Cakrabartīra śreshṭha kabitā.,
Bhāratera bhāskara o citraśilpī / Kamala Sarakāra.,
Bhaginī Nibeditā janmaśatabārshikī smāraka-grantha. Sampādaka Śaṇkarīprasāda Basu [o] Sunīlabihārī Ghosha.,
Bhāgabata o Bāṅlā sāhitya.,
Bhāratera śilpa-biplaba o Rāmamohana. [Prathama Saṃskaraṇa],
"Bhāratera sabhyatā o samājabikāśe dharma, śreṇī o jātibheda / Sukomala Sena.",
Coṭṭi Muṇḍā ebaṃ tāra tīra / Mahāśvetā Debī [i.e. Ma. Bhaṭṭācārya].,
"Damaẏantī: Draupadīṛa śāṛi o anyānya kabitā. [Prathama yugma-saṃskaraṇa, parimārjita]",
Cintāẏa cetanāẏa samāja o sabhyatā / Śītāṃśu Caṭṭopādhyāẏa.,
Cirasthāẏī bandobasta o Bāṅālī buddhijībī / Amalendu De.,
Dānikenatattva o Mahābhāratera svargadebatā / Bīrendra Mitra.,
Dui biśvayuddhera madhyakālīna Bāṃlā kathāsāhitya.,
Dui nārī o tina nāẏikā / Asitakumāra Bandyopādhyāẏa.,
Dui Bāṃlāra serā galpa / Śyāmala Cakrabartī sampādita.,
Dui Bāṃlāra deśapremera kabitā : dui Bāṃlāra deśapremera kabitāra prathama aitihāsika saṃkalana / Śānti Siṃha saṃkalaka-sampādaka.,
Gauṛa Pāṇḍuẏāra dhārāsnāne Māladaha / Sudhīra Kumāra Cakrabartī.,
"Dibya anubhūti prasaṅge patrālāpa : Śrīprabhātakumāra Bandyopādhyāẏa, Mahāmahopādhyāẏa Gopīnātha Kabirāja / saṃkalaka Jagadiśvara Pāla.",
"Gatibega-cañcala, Bāṅaladeśa muktisainika Śekha Mujiba. /Lekhaka] Amitābha Gupta.",
"Folk poems from Bangladesh / translated by Kabir Chowdhury, Serajul Islam Chowdhury, Khondakar Ashraf Hossain.",
Floating down the stream : a collection of translated Rabindra Sangeet / Pratik Ghosh.,
"Gadyakabitā o tāra bibartana, Rabīndranātha o tāmra uttarasūribrnda / Suśīlakumāra Gupta.",
Gadyaśilpī Aksaẏakumāra Datta o Debendranātha Ṭhākura.,
Gāthā gītikāẏa cirantanī Bāṅalā.,
Gāthāsaptaśatī o Baishṇaba padābalī / Nareśacandra Jānā.,
"Dharma, saṃskāra o kusaṃskāra / Kalyāṇī Bandyopādhyāẏa.",
Dhrupada o kheẏālera uṯpatti o kramabikāśa. [l. Saṃskaraṇa],
"Gopendranātha Sarakāra racanā saṃgraha / sampādanā, Māsuda Rahamāna = Gopendranath Sarkar rachanasangraha / edited by Masud Rahman.","গোপেন্দ্রনাথ সরকার রচনা সংগ্রহ / সম্পাদনা, মাসুদ রহমান = Gopendranath Sarkar rachanasangraha / edited by Masud Rahman."
"Genocide '71, an account of the killers and collaborators / edited by Ahmed Sharif ... [et al.].",
Didimāra yuga o jībana / Amiẏā Caudhurāṇī.,
"Gaṇanāṭya, nabanāṭya, saṯanāṭya o Śambhu Mitra / Śāmolī Mitra = Gononatya, nobonatya, sotnatya o Sombhu Mitra : essay / by Saoli Mitra.",
Digindracandra Bandyopādhyāẏera śreshṭha nāṭyaprabandha.,
"Dikhau, Lohita, o sāgara / Hemanta Miśra.",
The fish in the sea is not thirsty. Versions by Robert Bly.,
"Bihāre Bāṃlā sāhitya, 1841-1941 / Nandadulāla Rāẏa.",
"Bihāre Bāṃlā sāhitya, 1841-1941 / Nandadulāla Rāẏa.",
The essence of music : a linguistic approach to modern Bengali songs / Mausumi Majumdar Sengupta.,
"Bihārera sāmpratika Bāṃlā kabitā / bhūmikā, Saroja Bandyopādhyāẏa ; sampādaka Dīpaka Gosvāmī ... [et al.].",
Bīrabala o Bāṃlā sāhitya. [Paribardhita 2. Saṃskaraṇa],
"Bipinacandra Pāla: jībana, sāhitya o sādhanā.",
Biplabī Jyotiśa Joẏāradāra racanāsamagra.,
"Birāṭa pāhāṛa, biśīrṇā nadī / Cāṇakya Sena.",
Debadebīra pīṭhasthāna mandiramaẏa Nandīgrāma / Kānāilāla Dāsa.,
Biśākhāra janmadina o manobhūmi / Sunīla Gaṅgopādhyāẏa.,
Debatāra dīpa haste ye āsila bhabe / Haraprasāda Mitra.,
Bīrendra Caṭṭopādhyāẏera śreshṭha kabitā.,
Bishṇu De-ra śreshṭha kabitā / Bishṇu De.,
Biśa śatakera Bāṃlā kabitā / Mrṇāla Caṭṭopādhyāẏa [o] Somanātha Caṭṭopādhyāẏa sampādita.,
Bīrendra Caṭṭopādhyāẏera śreshṭha kabitā.,
Forty poems of Rabindranath Tagore / edited by Sisir Kumar Ghose.,
Ai maraṇera sāgara pāre / Sulekhā Caṭṭopādhyāẏa.,
"Āja adhibāsa, kāla biẏe / saṃkalana o sampādanā, Bāridabaraṇa Ghosha.",
Aitihye-uttarādhikāre Jātīẏa Granthāgāra / Śaṅkaraprasāda Cakrabartī.,
"Akhaṇḍa amiẏa Śrī Gaurāṅga. Prema-bhaktira rasaghanabigraha, sarbayugasamasyāya dīpastambha. [Prathama saṃskaraṇa]",
Ajita Dattera kabitā-saṃgraha.,
"Ājakera chabi, gatakālakera kathā / Mukunda Majumadāra.",
"Aksharera ābāhana, athabā paribartamāna granthāgāra bhābanā / Aruṇa Ghosha.",
"A group art exhibition, 2011 / Gallery Chitrak presents.",
"Cān̐da uṭheche phula phuṭeche = Chand utheche phul futechhe / pradhāna pr̥shṭhaposhaka Ema. Oẏāhidula Haka ; pradhāna sampādaka Māhaphujura Rahamāna ; sampādaka, Ānoẏārula Isalāma.",
"Traẏī, Girīndramohinī Dāsī, Kāminī Rāẏa, o Priyambadā Debī : tina kabira jībanakathā o kābya paricaẏa / Suprabhā Majumadāra.",
"Caṇḍīdāsa, kabi-byaktitva o kābyaśilpa / Amarendra Gaṇāi.",
Floating down the stream : a collection of translated Rabindra Sangeet / Pratik Ghosh.,
"Bangladesh population census, 1981 : analytical findings and national tables / by A.K.M. Ghulam Rabbani and associates.",
"The Bangladesh census of agriculture and livestock, 1983-84 : post enumeration check (PEC).",
"The Bangladesh census of agriculture and livestock, 1983-84 : administrative report.",
Baṅgera Pira o Pirāni kathā / Girīndranātha Dāsa.,
Baṅga sāhitye raṅga byaṅga / Pabitra Adhikārī.,
"Baṅganārīra galpaśataka, [1300-1374 baṅgābda] / bhūmikā Bānī Basu ; saṃkalana o sampādanā Śuklā Ghoshāla.",
"Bangladesh population census, 1981 : community tables of all thanas of [name of] District.",
"The Bangladesh census of agriculture and livestock, 1983-84.",
"Bangladesh population census, 1981 [by district].",
Bāṅgālā prācīna puthira bibaraṇa. Parishaṯ-puthiśālāẏa saṃgṛhīta. [Dvitīẏa saṃskaraṇa],
Baṅgiya loka-saṅgita ratnākara; Bāṅglāra loka-saṅgītera Kosha-grantha. An encyclopaedia of Bengali folk-song. Śrī Aśutosh Bhattācārya sampadita. [1. saṃskaraṇa],
"Bāṅglā- Ruśa-Bāṅglā Abhidhāna. Prāya 21,000 śabda sambalita. Saṃkalaka: Bha Na. Laskutobha, Ra. Bha. Bhāluyebha, Ba. Ga. Palyānskiy. Sampādanāya: Ie. Ma. Bīkabha o Nanī Bhaumika.",
Baṅgera ananta sāmantacakra o Islāma rāshṭrera itihāsa.,
Baṅgīẏa Nātha - pānthera prācīna-punthi.,
Bāṅgālāra kīrtana o kīrtanīẏā.,
Bāṅgālā bhāshā o sāhitya bishaẏaka baktṛtā. ʻTattvabodhinī Patrikaʼẏa prakāśita tinaṭi prabandha saha.,
Baṅgīẏa Saṃskṛta-adhyāpaka-jībanī.,
Baṅgīẏa Saṃskrta uccāraṇa o Baṅgalipi rahasya : Baṅgīẏa Saṃskrta uccāraṇera biśuddhatā ebaṃ prāg Bauddha Saṃskrta Baṅgalipīra barttamānatā pratipādaka grantha / Ramendracandra Tarkatīrtha sampādita.,
"Bāṅgālīra dharma o darśanacintā / pradhāna sampādaka Asitakumāra Bandyopādhyāẏa ; sampādaka maṇḍalī, Murārimohana Sena [et al.].",
"The Bangladesh census of agriculture and livestock, 1983-84. Zila series.",
Bengali-English-Bengali dictionary / by Ghulam Murshid.,
Tushu brata o gīti samīkshā / Rabīndranātha Sāmanta.,
"Bāṅgālīra saṃskrti cintā, Bāṃlāra saṃgrahaśālā / Tārāpada Sāntarā.",
Bāṅgālā nāṭya sāhitẏa paricaẏa.,
Baṅgadarśana o Bāṅālira manana-sādhanā.,
Baṅgīya Sāhitya Parishadera itihāsa.,
"Bāṅgalā nāṭake svādeśikatāra prabhāba, 1800-1914 / Prabhātakumāra Bhaṭṭācārya.",
Bāṅgālāra Baishṇaba-bhābāpanna Musalamāna kabi / Yatīndramohana Bhaṭṭācāryya.,
Bāṅgālāra Baishṇababhābāpanna Musalamāna kabira padamañjusha / Yatīndramohana Bhaṭṭācārya saṅkalita o sampādita.,
Baṅga-raṅgamañcera saṃkshipta itihāsa / Jagannātha Ghosha.,
Baṅkimacandrera samakālīna gauṇa aupanyāsikabṛnda.,
"Bāṅlādeśera (Pūrbabaṅgera) ādhunika kabitāra dhārā, 1941-1971 / Madhusūdana Cakrabarttī.",
"Baṅkimacandra, srjana o bīkshaṇa / Bhabatosha Caṭṭopādhyāẏa.",
"Bānkuṛāra māṭi, mānusha, gāna / sampādanāẏa, Śailena Dāsa, Dhanapati Sāmanta.",
"Ṭhākura Śrīrāmakrshṇa o Svāmī Bibekānanda / Giriśacandra Ghosha ; sampādanā, Śaṅkarīprasāda Basu, Bimalakumāra Ghosha.",
"Ṭekacānda Ṭhākurera Mada khāoẏā baṛa dāẏa, jāta thākāra ki upāẏa / Subrata Rudra sampādita.",
"Ṭusu, itihāse o saṃgīte / Dibyajyoti Majumadāra sampādita.",
Barāka Upatyakāra bhāshā saṃgrāmera itihāsa / Subīra Kara.,
"Tuntuni, the tailor bird / adapted from a Bengali folktale by Betsy Bang ; illustrated by Molly Garrett Bang.",
Tripurā o tāra lokasaṃskrti / Bijaẏalakshmī Caudhurī.,
"Tripurāra rūpakathāmālā, kereṅa kathamā / saṃgraha o anubāda, Kumuda Kuṇḍucaudhurī.",
Tripurāra laukika deba-debī / Jagadīśa Gaṇacaudhurī.,
Tripurāẏa Śrīrāmakrshṇa bhābandolana o Gāṅgāila Āśrama / Jitendra Candra Pāla.,
"Yugera yantraṇā, pratyaẏera saṃkaṭa : svadeśa, svakāla, sāhitya, samājabishaẏaka ekaguccha nibandha / Hīrendranātha Mukhopādhyāẏa.",
Eka laksha nakshatrera nice / Saiẏada Śāmasula Haka.,
Bengali-Oriya verb morphology : a contrastive study / by Krishna Bhattacharya.,
Bāṇlā kābyera rūpa o rīti.,
"Bāṇijye Bāṅgālī, sekāla o ekāla / Subhāsha Samājadāra.",
"Udvāstu, Daṇḍakāraṇya o Āndāmāna / Durgādāsa Ācārya.",
"Deep within the heart / Syed Shamsul Haq ; translation and notes, Sonia Khan.",
"Dinājapurera rājanaitika āndolanera itihāsa, 1757-1947. [1. Saṃskaraṇa]",
Dinera pare dina ye gela / Sukumāra Sena.,
Dineśa Dāsera śreshṭha kabitā.,
"Debatāra mānabāẏana, śāstre, sāhitye ebaṃ kautuke / Nrsiṃhaprasāda Bhāduṛī.",
Dekhā halo bhālobāsā bedanāẏa / Sunīla Gaṅgopādhyāẏa.,
Bimala Karera śreshṭha galpa.,
Bimala Karera racanā-saṃgraha.,
Bimala Karera śreshṭha galpa. a1. Āśā saṃskaraṇa.,
Bimala Kara-era bāchāi galpa.,
A bibliography of Bengali linguistics / compiled by Udaya Narayana Singh.,
"Bibliography on population literature and allied subjects / [Exhibition-cum-Seminar on Population Literature and Allied Subjects, 1-4 March 1980] ; compiled by M. Shamsul Islam Khan ... [et al.].",
"Dinendranātha Ṭhākura, jībana o sādhanā / Bāridabaraṇa Ghosha.",
Bidyāsāgara - jibanacarita o Bhramanirāśa.,
Bideśīẏa Bhārata-bidyā pathika. Bhūmikā Śrī Sunīti Kumāra Chaṭṭopādhyāya.,
Bidyāsāgara o Bāṅālī samāja.,
"Bidyāsāgara, nirbācita racanā: sāhitya o samāja. Sampādaka Aśru Kumāra Sikadāra [o] Debeśa Rāẏa.",
Bidyāsāgara jananī Bhagabatī Debī / Priẏadarśana Hāladāra.,
"Deśa-era galpa, 2003-2005.",
Deśabandhu Cittarañjanera jībana-beda.,
"Deśa, subarṇajaẏantī prabandha saṃkalana, 1933-1983 / sampādaka Sāgaramaẏa Ghosha.",
Deśātmabodhaka o aitihāsika Bāṃlā nāṭaka / Prabhātakumāra Gosvāmī.,
Deśaprāṇa Bīrendranāthake mane rākhba kena / Bimalānanda Śāsamala.,
Deśapriẏa Yatīndra Mohana Senagupta / Sukhendu Bikāśa Senagupta.,
Bilāti yātrā theke svadeśī thiẏeṭāra. [Sampāda Subīra Rā ẏacaudhurī sahayogī sampādaka Svapana Majumadāra.,
"Binaẏa Ghosha, tāmra mānasa o jībana / Bīṇā Ghosha.",
"Bishṇu De, e bratayātrāẏa / Aruṇa Sena.",
Bishṇu De-ra kathā / Aruṇa Sena.,
"Bishṇu De smrti o sattāẏa / sampādanā, Sujiṯ Ghosha.",
"Bishṇu De, jībana o sāhitya / Dhrubakumāra Mukhopādhyāẏa sampādita.",
Biruddha samālocanāẏa Baṅkima-sāhitya / Biśvanātha Mukhopādhyāẏa.,
"Bishṇu De-ra kabitā, nibiṛa pāṭha / sampādanā, Dhrubakumāra Mukhopādhyāẏa.",
First National Conference of Sex Workers / organised by Durbar Mahila Samanwaya Committee = Yaunakarmiyo kā Prathama Rāshṭrīya Sammelana / āẏoyaka Durbāra Mahilā Samanvaya Kameṭi = Yaunakarmīdera Prathama Jātīẏa Sammilana / saṃgaṭhaka Durbāra Mahilā Samanvaẏa Kamiṭi.,
A history of Bengali grammar / Anita Bandyopadhyay.,
The lover of God / Rabindranath Tagore ; translated by Tony K. Stewart and Chase Twichel.,
Lōkabijñānī Ḍa. Muhammada Ābadula Jalila : jībana ō karma / Mōhāmmada Sirājula Isalāma.,লোকবিজ্ঞানী ড. মুহম্মদ আবদুল জলিল : জীবন ও কর্ম / মোহাম্মদ সিরাজুল ইসলাম.
"Hr̥daẏe basata gaṛe kona janā : kabi Binoda Berāra kabitābhubana / sampādanā, Biśvajit̲ Mitra = Hridaye basat gare kon jona / editor Biswajit Mitra.","হৃদয়ে বসত গড়ে কোন জনা : কবি বিনোদ বেরার কবিতাভুবন / সম্পাদনা, বিশ্বজিৎ মিত্র = Hridaye basat gare kon jona / editor Biswajit Mitra."
"Kocabihāra rājadarabārera puthi paricaẏa / sampādanā, Dīpakakumāra Rāẏa = Koch Behar rajdarabarer puthi parichay / edited by Dipak Kumar Roy.",
The lore of Mahabharata / Amalesh Bhattacharya ; translated from original Bengali by Kalyan Kumar Chaudhuri.,
History and legend of Sino-Bangla contacts = Bāṃlādeśa-Cīna bhrātr̥tvera itibr̥tta / Zhang Xianyi.,
Heritage Handloom Festival 2019 = Heriṭeja Hyāṇḍaluma Phesṭibhyāla 2019.,
"Photographs, a visual language = Chabi, ekaṭi bhāshā / [photographs by Azizur Rahim, Momena Jalil].",
Ideology and student activism / Shawkat Ara.,
"An intensive course in Bengali : dialogues, drills exercises, vocabulary, and grammar / Krishna Bhattacharya, A.K. Basu.",
Journey into Kashmir and Tibet : with The life of Jesus by Nicolas Notovitch / Swami Abhedananda ; rendered into English by Ansupati Dasgupta and Kunja Bihari Kundu.,
"The great rebellion, 1857 / Utpal Dutt ; translated by the author.",
Gurudeba Radīndranātha o ādhunika Bhāratīẏa nrtya / Śāntideba Ghosha.,
Hajarata Śāh Jālāla o Sileṭera itihāsa. [Lekhaka] Saiyada Murtājā Ālī.,
Hājāra bacharera sādhu-santa. [Lekhakagaṇa] Biśvanātha Caudhurī [o] Paṅkajakumāra Bandyopādhyāya.,
Hājāra bacharera Bāṃlā kabitā / Bitaśoka Bhaṭṭācārya sampādita.,
"Hājāra bacharera purāṇa Bāṅgālā bhāshāẏa Bauddhagāna o dohā : Caryyācaryyabiniścaẏa, Sarojabajrera Dohākosha, Kāhṇapadera Dohākosha, o Ḍākārṇaba / Haraprasāda Śāstri sampādita ; Tārāprasanna Bhaṭṭācāryyakrta caryyāpadagulira biśada byākhyā o Baṅgānubāda saha.",
Hāoẏābadala o anyānya racanā / Abanīndra Nātha Ṭhākura.,
"He atīta, kathā kao. [Lekhaka] Satyānanda Svāmī.",
"Pūrbbabaṅgera adhunāluptaprāẏa, Kāṛāra jātira itihāsa / Nanīgopāla Dāśa.",
Pūrba Pākisthānera prabandha saṃgraha / Maitreẏī Debī sampādita.,
Pūrba-Bhāratara Hindu loka-mith : Oḍiśā / Prasanna Kumāra Miśra.,
"Purātana Bāṃlā gadyagrantha saṃkalana / sampādanā, Asitakumāra Bandyopādhyāẏa.",
"Pūrnendu Patrī, śilpī o byakti / sampādanā, Mañjusha Dāśagupta.",
Puthira phasala. [1. Saṃskaraṇa],
"Mani-málá; or, A treatise on gems.",
Phulamaṇi o Karuṇāra bibaraṇa / Hānā Kyātherīna Myalensa.,
Mānabendranātha o āntarjātika kamiunijama / Samarena Rāẏa.,
Michael Madhusudan Dutt's Meghnadbadh kavya / translated in English blank verse by Shyamal Bandyopadhyay.,
"Kedāranātha Majumadāra o Saurabha / saṃgraha o sampādanā, Dilīpa Majumadāra.",
"Lokasaṅgīta samīkshā, Bāṃlā o Āsāma / Hemāṅga Biśvāsa.",
Loka-biśvāsa o loka-saṃskāra / Baruṇakumāra Cakrabartī.,
Lokajībane Bāṃlāra laukika dharmasaṅgīta o dharmīẏa melā / Trpti Brahma.,
Lokauṯsaba o lokadebatā prasaṅga / Baruṇakumāra Cakrabartī.,
Lokalora pariciti o lokasāhityera paṭhana-pāṭhana. [Lekhaka] Mayahārula Isalāma.,
Loka sāhitya jijñāsā o Rabīndranātha / Prasūna Mukhopādhyāẏa.,
Loka saṃskrtira tattvarūpa o svarūpa sandhāna / Tushāra Caṭṭopādhyāẏa.,
"Lokabritter aloke Koloi sampraday = The Koloi, in the light of people's history / by Prodip Nath Bhattacharjee ; English version, Ram Gopal Singh.",
"Mānika Bandyopādhyāẏa, jībanadrshṭi o śilparīti / Gopikānātha Rāẏacaudhurī.",
"Mānika Bandyopādhyāẏa, ei prthibī / Sāmasula Haka.",
Mantrera matana āchi sthira / Śakti Caṭṭopādhyāẏa.,
Jalera nice prathama prema / Samareśa Majumadāra.,
"Jātīẏa granthapañjī, Bāṃlā bibhāga, 1979-1981 / sampādaka Sunīlabihārī Ghosha.",
Jātīya Karmanīti ebam praletārīẏa āntarjātikatāra samasyā.,
Jaẏa Bāṃlā--jaẏa Mujiba / [lekhaka] Mo. Maphijula Isalāma.,
The language of poetry / Ram Dayal Munda.,
Loka-sāhitye dhāndhā o prabāda. Kājī Dīna Muhammada sampādita. [1. Saṃskaraṇa],
Loka kāhinī saṃgrahera itihāsa.,
Mānabadharma o Bāṃlā kābye madhyayuga. [Paribardhita saṃskaraṇa],
Mānaba santāna iśvara o anyānya prasaṅga / Bhabānī Prasāda Sāhu.,
"Āśālatā Siṃhera galpa-saṃkalana / bhūmikā, Tapobrata Ghosha ; saṃkalana, Abhijiṯa Sena, Aninditā Bhāduṛī.",
Ashṭādaśa śatakera Mughala saṃkaṭa o ādhunika itihāsa cintā / Śekhara Bandyopādhyāẏa.,
Pañcatattvātmaka Śrī Gaura Hari : Śrīkrshṇa Caitanya Deba-Śrīnityānanda-Śrī Advaitācārya-Śrī Gadādhara Paṇḍita Gosvāmī o Śrī Sribāsa Paṇḍitaṅka saṅkshipta caritāmrta / saṅkaḷaka Jāhnabī Jībana Dāsa.,
The phonemic and morphemic frequencies of the Bengali language / Bhakti Prasad Mallik ... [et al.].,
Phokalora carcāẏa rūpatāttvika biśleshaṇa paddhati / Mayahārula Isalāma.,
Asīmānanda saṅga o smrtikathā / Śyāmādāsa.,
Kartābhajā dharmamata o itihāsa / Srīsanaṯkumãra Mitra sampādita.,
Kathāra guṇe tari kathāra doshe mari / Subhāsha Mukhopādhyāẏa.,
"Meẏedera bratakathā, arthāt, Lakshmī, Maṅgalacaṇḍī, Shashṭhī, Manasā, Itu, Santoshī Mā prabhrti bratera meẏeli kathā / Āśutosha Mukhopādhyāẏa saṃkalita.",
"Kathāsāhityera ekalā pathika, Bibhūtibhūshaṇa / Sutapā Bhaṭṭācārya.",
Kāẏede Āyama Mohāmmada Ālī Jinnāha.,
Kāẏede Āyama Muhammada Ālī Jinnāha.,
Ke bā mane rākhe / Pherārī.,
"The Meghadūta of Kālidāsa : with commentary Subodhā of Bharata Mallika / critically edited by J.B. Chaudhuri ; prologue, Manabendu Banerjee.",
Pakistānera ādhunika serā galpa. [1. Saṃskaraṇa],
Pākistāna āndolana o Musalima sāhitya.,
Pāka-Bhārate Musalima śāsana. [Lekhaka] Ābadula Karima.,
Pākistāna prastāba o Phajalula Haka / Amalendu De.,
Pallī aṅganādera yemana dekhechi. [Lekhikā] Tāherunnesā Āhmeda.,
Kena Bhāratabarshera mātite Esa. Iu. Si. Āi. ekamātra sāmyabādī dala / Śibadāsa Ghosha.,
"Keu nāẏaka, keu nāẏikā. [Lekhaka] Bimala Mitra.",
"Keu jānabenā, keu śunabenā. [Lekhaka] Śailajānanda Mukhopādhyāẏa.",
